Monthly Precipitation - (MM), Year, Model, Statistics, Country, ISO3
101.258766, 2080-2099, miroc_esm, Nov Average, Latvia, LVA
94.936516, 2080-2099, miroc_esm, Dec Average, Latvia, LVA
84.738014, 2080-2099, miroc_esm_chem, Jan Average, Latvia, LVA
69.21604, 2080-2099, miroc_esm_chem, Feb Average, Latvia, LVA
66.45838, 2080-2099, miroc_esm_chem, Mar Average, Latvia, LVA
56.315857, 2080-2099, miroc_esm_chem, Apr Average, Latvia, LVA
65.72722, 2080-2099, miroc_esm_chem, May Average, Latvia, LVA
53.347664, 2080-2099, miroc_esm_chem, Jun Average, Latvia, LVA
67.110756, 2080-2099, miroc_esm_chem, Jul Average, Latvia, LVA
79.5206, 2080-2099, miroc_esm_chem, Aug Average, Latvia, LVA
93.208725, 2080-2099, miroc_esm_chem, Sep Average, Latvia, LVA
99.47861, 2080-2099, miroc_esm_chem, Oct Average, Latvia, LVA
96.9884, 2080-2099, miroc_esm_chem, Nov Average, Latvia, LVA
87.053345, 2080-2099, miroc_esm_chem, Dec Average, Latvia, LVA
55.653683, 2080-2099, miroc5, Jan Average, Latvia, LVA
41.38564, 2080-2099, miroc5, Feb Average, Latvia, LVA
35.921482, 2080-2099, miroc5, Mar Average, Latvia, LVA
43.219715, 2080-2099, miroc5, Apr Average, Latvia, LVA
48.553078, 2080-2099, miroc5, May Average, Latvia, LVA
41.841667, 2080-2099, miroc5, Jun Average, Latvia, LVA
38.35273, 2080-2099, miroc5, Jul Average, Latvia, LVA
45.533337, 2080-2099, miroc5, Aug Average, Latvia, LVA
51.37092, 2080-2099, miroc5, Sep Average, Latvia, LVA
56.3001, 2080-2099, miroc5, Oct Average, Latvia, LVA
71.95008, 2080-2099, miroc5, Nov Average, Latvia, LVA
56.767517, 2080-2099, miroc5, Dec Average, Latvia, LVA
79.64786, 2080-2099, mri_cgcm3, Jan Average, Latvia, LVA
70.76971, 2080-2099, mri_cgcm3, Feb Average, Latvia, LVA
62.62722, 2080-2099, mri_cgcm3, Mar Average, Latvia, LVA
60.337997, 2080-2099, mri_cgcm3, Apr Average, Latvia, LVA
60.26412, 2080-2099, mri_cgcm3, May Average, Latvia, LVA
63.908848, 2080-2099, mri_cgcm3, Jun Average, Latvia, LVA
83.42404, 2080-2099, mri_cgcm3, Jul Average, Latvia, LVA
81.51375, 2080-2099, mri_cgcm3, Aug Average, Latvia, LVA
80.35056, 2080-2099, mri_cgcm3, Sep Average, Latvia, LVA
85.26222, 2080-2099, mri_cgcm3, Oct Average, Latvia, LVA
81.42232, 2080-2099, mri_cgcm3, Nov Average, Latvia, LVA
91.87054, 2080-2099, mri_cgcm3, Dec Average, Latvia, LVA
68.534164, 2080-2099, noresm1_m, Jan Average, Latvia, LVA
58.031975, 2080-2099, noresm1_m, Feb Average, Latvia, LVA
55.920765, 2080-2099, noresm1_m, Mar Average, Latvia, LVA
46.762527, 2080-2099, noresm1_m, Apr Average, Latvia, LVA
61.822495, 2080-2099, noresm1_m, May Average, Latvia, LVA
54.456615, 2080-2099, noresm1_m, Jun Average, Latvia, LVA
57.57733, 2080-2099, noresm1_m, Jul Average, Latvia, LVA
75.237915, 2080-2099, noresm1_m, Aug Average, Latvia, LVA
59.286583, 2080-2099, noresm1_m, Sep Average, Latvia, LVA
71.26919, 2080-2099, noresm1_m, Oct Average, Latvia, LVA
84.74401, 2080-2099, noresm1_m, Nov Average, Latvia, LVA
80.71059, 2080-2099, noresm1_m, Dec Average, Latvia, LVA
46.289577, 2080-2099, bcc_csm1_1, Jan Average, Lebanon, LBN
27.692787, 2080-2099, bcc_csm1_1, Feb Average, Lebanon, LBN
15.13127, 2080-2099, bcc_csm1_1, Mar Average, Lebanon, LBN
10.585002, 2080-2099, bcc_csm1_1, Apr Average, Lebanon, LBN
7.2505097, 2080-2099, bcc_csm1_1, May Average, Lebanon, LBN
2.86407, 2080-2099, bcc_csm1_1, Jun Average, Lebanon, LBN
0.7607416, 2080-2099, bcc_csm1_1, Jul Average, Lebanon, LBN
1.8855098, 2080-2099, bcc_csm1_1, Aug Average, Lebanon, LBN
